No,Kode Saham,Nama Perusahaan,Remarks,Sebelumnya,Open Price,Tanggal Perdagangan Terakhir,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
688,PPRO,PP Properti Tbk.,--U-4105000000H111-----------X,8,0,24 Jun 2024,0,9,8,9,1,11309900,100877400,124,19.5,9,1237900,8,6159800,61675671883,61675671883,13426793769,0,0,0,0,0
689,PRAS,Prima Alloy Steel Universal Tbk.,--U-4100000000E111B--L-------X,97,0,24 Jun 2024,0,0,0,97,0,0,0,0,54.6,0,0,0,0,701043478,701043478,34491339,0,0,0,0,0
690,PRAY,Famon Awal Bros Sedaya Tbk.,--U-2135000000F121------------,600,0,24 Jun 2024,0,615,600,605,5,128000,76959000,21,67.2,605,300,600,8600,13959422300,13959422300,1150256398,0,500,0,0,0
691,PRDA,Prodia Widyahusada Tbk.,--S-1135106000F121------------,2910,0,24 Jun 2024,0,2930,2890,2900,-10,136900,398944000,210,44.6,2910,200,2900,11200,937500000,937500000,262500000,96200,52300,1014800,2946979200,1
692,PRIM,Royal Prima Tbk.,--U-2130000000F121------------,51,0,24 Jun 2024,0,51,50,51,0,796300,39955200,70,10.2,51,4416500,50,2048800,3393434905,3393434905,1006832136,0,6600,0,0,0
693,PSAB,J Resources Asia Pasifik Tbk.,--U-2135000000B143------------,143,0,24 Jun 2024,0,145,140,142,-1,77817100,11080129400,9770,460.7,143,1025100,142,38200,26460000000,26460000000,1984500000,1212700,5038700,0,0,0
694,PSDN,Prasidha Aneka Niaga Tbk,--U-2130000000D222------------,83,0,24 Jun 2024,0,84,81,83,0,393200,32542100,129,8.3,83,363400,82,11100,1440000000,1440000000,111744000,0,0,0,0,0
695,PSGO,Palma Serasih Tbk.,XDU-1135000000D232------------,147,0,24 Jun 2024,0,156,143,143,-4,85000,12409800,42,136.2,147,20900,143,29300,18850000000,18850000000,2850120000,1400,0,0,0,0
696,PSKT,Red Planet Indonesia Tbk.,--U-4130000000E512-----------X,21,0,24 Jun 2024,0,23,21,23,2,115400,2568800,21,27.4,23,61800,21,300,10351231636,10351231636,2047473618,0,0,0,0,0
697,PSSI,IMC Pelita Logistik Tbk.,XDM-1135000000A122------------,420,0,24 Jun 2024,0,434,422,434,14,428100,184755400,214,321.5,434,132000,432,5300,5417063153,5417063153,604544248,0,104300,0,0,0
698,PTBA,Bukit Asam Tbk.,--SO1SDEXL3000A121------------,2420,2430,24 Jun 2024,2430,2440,2420,2430,10,6459100,15665728000,5710,2113,2440,381700,2430,8300,11520659250,11520659250,3851356387,1859100,827700,4700,11491000,2
699,PTDU,Djasa Ubersakti Tbk.,--U-4100000000J211-----------X,10,0,24 Jun 2024,0,11,10,11,1,47500,475200,12,11,11,47500,10,196100,1500000000,1500000000,400050000,0,0,0,0,0
700,PTIS,Indo Straits Tbk.,--U-2130000000A122------------,240,0,24 Jun 2024,0,244,240,240,0,11800,2834400,19,25.3,240,7600,238,2400,550165300,550165300,93638134,0,0,0,0,0
701,PTMP,Mitra Pack Tbk.,--S-2830400000C143------------,121,0,24 Jun 2024,0,125,120,124,3,37224000,4582169300,5843,103.3,125,557200,124,4700,3169200000,3169200000,728599080,1546500,1297200,0,0,0
702,PTPP,PP (Persero) Tbk.,--S-183ML91000J211------------,300,0,24 Jun 2024,0,308,298,298,-2,13753000,4132228000,1760,56,298,196900,296,556200,6199897354,6199897354,3025549909,2058800,2275100,180,53640,2
703,PTPS,Pulau Subur Tbk.,--U-2130000000D232------------,81,0,24 Jun 2024,0,83,72,81,0,108865200,8803498300,7251,40.9,81,165200,80,121700,2167509586,450009586,449973000,7241700,1725200,0,0,0
704,PTPW,Pratama Widya Tbk.,--U-2130000000J211------------,880,0,24 Jun 2024,0,885,875,885,5,15800,13957000,13,136.2,885,3100,880,3200,878187500,878187500,84130363,0,0,0,0,0
705,PTRO,Petrosea Tbk.,--M-1835000000A132------------,8250,0,24 Jun 2024,0,8400,8050,8100,-150,2391100,19457985000,1947,6480,8100,47900,8075,53800,1008605000,1008605000,97229522,320800,29500,0,0,0
706,PTSN,Sat Nusapersada Tbk,XDU-2135000000I211------------,210,0,24 Jun 2024,0,216,208,210,0,94300,19923800,49,108.6,210,1500,208,183000,5314344000,5314344000,719030743,27600,0,0,0,0
707,PTSP,Pioneerindo Gourmet International Tbk.,--U-2130000000E515------------,895,0,24 Jun 2024,0,1115,880,980,85,275600,289013500,801,76.9,990,1800,980,1700,220808000,220808000,64564259,8500,3800,0,0,0
708,PUDP,Pudjiadi Prestige Tbk.,XDU-4100000000H111-----------X,400,0,24 Jun 2024,0,400,400,400,0,19900,7960000,8,49.9,402,400,400,80400,329560000,329560000,79489872,2800,0,0,0,0
709,PURA,Putra Rajawali Kencana Tbk.,--U-4130000000K211-----------X,10,0,24 Jun 2024,0,9,9,9,-1,3333000,29997000,70,8.6,10,1548300,9,493100,6301930902,6301930902,3751539466,0,625800,0,0,0
710,PURE,Trinitan Metals and Minerals Tbk.,--U-4100000000B146--AL---Y---X,51,0,24 Jun 2024,0,0,0,51,0,0,0,0,17,0,0,0,0,1375181505,1375181505,862376322,0,0,0,0,0
711,PURI,Puri Global Sukses Tbk.,--U-2130000000H111------------,170,0,24 Jun 2024,0,169,150,163,-7,9900,1606400,33,95.9,166,500,162,1500,1000000000,1000000000,116500000,0,0,0,0,0
712,PWON,Pakuwon Jati Tbk.,--S-183CM4G000H111------------,384,0,24 Jun 2024,0,386,380,380,-4,35399700,13512581400,3538,1465,380,100000,378,3299800,48159602400,48159602400,14924660784,18578300,5093500,44,16720,1
713,PYFA,Pyridam Farma Tbk,--U-2100000000F211------------,107,0,24 Jun 2024,0,112,107,110,3,14955900,1639579600,635,503.7,110,500,109,332900,11236680000,11236680000,3197959128,218200,3457900,0,0,0
714,PZZA,Sarimelati Kencana Tbk.,--U-2135000000E515------------,244,0,24 Jun 2024,0,244,240,242,-2,129300,31217600,42,22,244,34800,240,4500,3021875000,3021875000,666927813,108000,0,0,0,0
715,RAAM,Tripar Multivision Plus Tbk.,--U-1135000000E621------------,496,0,24 Jun 2024,0,510,496,498,2,184500,92112900,87,212.8,500,3700,498,32700,6194200000,6194200000,979303020,36600,5700,0,0,0
716,RAFI,Sari Kreasi Boga Tbk.,--U-4130000000E515-----------X,17,0,24 Jun 2024,0,18,17,18,1,2483900,43175000,87,14.3,0,0,18,4231100,3128140475,3128140475,931247419,36000,0,0,0,0
717,RAJA,Rukun Raharja Tbk.,XDM-1835000000A112------------,1170,0,24 Jun 2024,0,1195,1145,1150,-20,5120700,5968273000,963,3950.3,1160,152500,1150,96500,4227082500,4227082500,803145675,782800,691900,0,0,0
718,RALS,Ramayana Lestari Sentosa Tbk.,XDS-1135000000E731------------,412,0,24 Jun 2024,0,422,406,418,6,2341600,973674200,646,261.3,420,200,418,89200,7096000000,7096000000,1385848800,318600,101700,0,0,0
719,RANC,Supra Boga Lestari Tbk.,--U-2135000000D113------------,560,0,24 Jun 2024,0,560,525,555,-5,8200,4428500,14,111,555,200,545,100,1564487500,1564487500,171624279,0,1200,0,0,0
720,RBMS,Ristia Bintang Mahkotasejati Tbk.,--U-4130000000H111-----------X,24,0,24 Jun 2024,0,26,23,26,2,349100,8029900,14,8.3,26,173100,23,66700,2656212826,2656212826,1265154169,0,0,0,0,0
721,RCCC,Utama Radar Cahaya Tbk.,--U-3000000000K211------------,190,0,24 Jun 2024,0,193,186,191,1,373200,70357700,143,148.3,191,900,189,1300,750000000,150000000,0,0,0,0,0,0
722,RDTX,Roda Vivatex Tbk,--U-2135000000H111------------,14150,0,24 Jun 2024,0,14150,13900,13900,-250,14400,200875000,12,732.3,14175,100,13900,5700,268800000,268800000,56716800,0,100,0,0,0
723,REAL,Repower Asia Indonesia Tbk.,--U-4130000000H111-----------X,5,0,24 Jun 2024,0,6,5,6,1,5201900,26209600,44,6,6,4747700,5,782800,6633610151,6633610151,2046468732,0,0,0,0,0
724,RELF,Graha Mitra Asia Tbk.,--U-3000000000H111------------,15,0,24 Jun 2024,0,15,14,15,0,462000,6783100,48,16.7,15,1727600,14,2093000,5727832195,5727832195,0,0,0,0,0,0
725,RELI,Reliance Sekuritas Indonesia Tbk.,--U-2100000000G312------------,450,0,24 Jun 2024,0,472,450,472,22,8600,4027400,27,217.8,472,2600,450,19000,1800000000,1800000000,243180000,0,0,0,0,0
726,RGAS,Kian Santang Muliatama Tbk.,--U-2130000000A132------------,90,0,24 Jun 2024,0,92,89,90,0,5553900,500904300,427,75,91,439400,89,101000,1459209226,334209226,334156800,0,0,0,0,0
727,RICY,Ricky Putra Globalindo Tbk,--U-2100000000E411------------,50,0,24 Jun 2024,0,50,50,50,0,7000,350000,3,7.9,50,1578100,0,0,641717510,641717510,295960116,0,0,0,0,0
728,RIGS,Rig Tenders Indonesia Tbk.,--U-2130000000A122------------,480,0,24 Jun 2024,0,492,480,492,12,48700,23585600,27,201.6,494,1100,492,100,609130000,609130000,116222004,0,12100,0,0,0
729,RIMO,Rimo International Lestari Tbk,--U-4105000000H111---L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,27.5,0,0,0,0,45080600000,45080600000,28657737420,0,0,0,0,0
730,RISE,Jaya Sukses Makmur Sentosa Tbk.,--U-2135000000H111------------,985,0,24 Jun 2024,0,985,985,985,0,3900,3841500,5,604.3,985,37100,980,500,10945000000,10945000000,2499838000,0,0,0,0,0
731,RMKE,RMK Energy Tbk.,--M-1135000000A122------------,515,0,24 Jun 2024,0,545,510,540,25,5788900,3060657500,718,262.1,540,110200,535,71400,4375000000,4375000000,735000000,843100,150400,0,0,0
732,RMKO,Royaltama Mulia Kontraktorindo Tbk.,--U-2100000000A132------------,198,0,24 Jun 2024,0,214,195,210,12,2976000,606190100,287,46.7,212,100,210,2288900,1250000000,1250000000,250000000,39100,117400,0,0,0
733,ROCK,Rockfields Properti Indonesia Tbk.,--U-4130000000H111-----------X,354,0,24 Jun 2024,0,0,0,354,0,0,0,0,26.4,348,300,0,0,1435185100,1435185100,287037020,0,0,0,0,0
734,RODA,Pikko Land Development Tbk.,--U-4130000000H111-----------X,17,0,24 Jun 2024,0,17,17,17,0,900,15300,2,27.1,18,58800,17,19500,13592128209,13592128209,2439787014,0,0,0,0,0
735,RONY,Aesler Grup Internasional Tbk.,--U-2130000000J211------------,212,0,24 Jun 2024,0,228,212,228,16,800,174400,3,228,228,11900,214,1000,1250000000,1250000000,250000000,0,0,0,0,0
736,ROTI,Nippon Indosari Corpindo Tbk.,--M-2135000000D222------------,990,0,24 Jun 2024,0,990,985,990,0,1852000,1833461000,585,388.2,990,81000,985,15300,6186488888,6186488888,551216160,338700,17000,0,0,0
737,RSCH,Charlie Hospital Semarang Tbk.,--U-2130000000F121------------,198,0,24 Jun 2024,0,200,193,196,-2,14594300,2885396900,249,170.4,196,5800,195,57900,2650000000,2643240000,514895000,168500,394800,0,0,0
738,RSGK,Kedoya Adyaraya Tbk.,--U-4135000000F121-----------X,840,0,24 Jun 2024,0,815,800,815,-25,21000,16845000,37,47.4,815,3800,800,11700,929675000,929675000,65356153,2000,0,0,0,0
739,RUIS,Radiant Utama Interinsco Tbk.,--S-2130000000A132------------,159,0,24 Jun 2024,0,160,156,159,0,521900,82176000,123,63.6,159,31500,158,7900,770000000,770000000,303226000,0,0,0,0,0
740,RUNS,Global Sukses Solusi Tbk.,--U-3000000000I131------------,49,0,24 Jun 2024,0,49,49,49,0,13400,656600,5,19.3,49,6600,47,300,983557875,983557875,0,0,0,0,0,0
741,SAFE,Steady Safe Tbk,--U-4100000000K132-E---------X,236,0,24 Jun 2024,0,236,236,236,0,34900,8236400,7,23.8,236,7500,0,0,615145012,615145012,38446563,0,0,0,0,0
742,SAGE,Saptausaha Gemilangindah Tbk.,--U-4130000000H111-----------X,15,0,24 Jun 2024,0,14,14,14,-1,799600,11194400,75,14,14,38952500,0,0,8033264061,8033264061,1584962689,0,0,0,0,0
743,SAME,Sarana Meditama Metropolitan Tbk.,--U-1135000000F121------------,242,0,24 Jun 2024,0,252,238,242,0,5484700,1341569800,131,464.5,244,1500,238,49300,17147132545,17147132545,3712173659,3062900,83500,0,0,0
744,SAMF,Saraswanti Anugerah Makmur Tbk.,--U-1135000000B112------------,630,0,24 Jun 2024,0,655,630,645,15,158500,100610500,68,537.5,645,21700,640,12900,5125000000,5125000000,313137500,1200,13600,0,0,0
745,SAPX,Satria Antaran Prima Tbk.,--U-2130000000K211------------,1650,0,24 Jun 2024,0,1650,1615,1625,-25,1052800,1713079500,989,650,1625,800,1620,14800,833333300,830113500,64499997,33700,6600,0,0,0
746,SATU,Kota Satu Properti Tbk.,--U-2130000000H111------------,155,0,24 Jun 2024,0,156,151,153,-2,9024200,1385922600,3969,130.8,153,925100,152,264500,1375000000,1375000000,358325000,576100,899900,0,0,0
747,SBAT,Sejahtera Bintang Abadi Textile Tbk.,--U-4100000000E413M--LS------X,2,0,24 Jun 2024,0,2,1,1,-1,60719200,62865400,6319,1,2,36483900,1,89848200,4752982378,4752982378,2448736521,0,0,0,0,0
748,SBMA,Surya Biru Murni Acetylene Tbk.,XDU-2130000000B111------------,152,0,24 Jun 2024,0,157,147,156,4,27863100,4247813600,5203,86.7,156,153600,155,17339700,929926282,929926282,279907811,0,5028400,0,0,0
749,SCCO,Supreme Cable Manufacturing & Commerce Tbk.,--U-2135000000C131------------,2050,0,24 Jun 2024,0,2050,1940,1970,-80,204100,402890000,385,5091.4,1980,900,1970,200,822333600,822333600,140125645,17600,2100,0,0,0
750,SCMA,Surya Citra Media Tbk.,CDS-18A5MD6000E612------------,145,0,24 Jun 2024,0,149,143,147,2,47893700,7012825800,1890,332.5,148,660500,147,217200,73970569505,73970569505,18004436618,8323400,22981200,60,8820,1
751,SCNP,Selaras Citra Nusantara Perkasa Tbk.,--U-2130000000E212------------,130,0,24 Jun 2024,0,143,113,134,4,26700,3396400,45,121.8,133,8600,123,1100,2500000000,2500000000,111250000,1700,1100,0,0,0
752,SCPI,Organon Pharma Indonesia Tbk.,--U-2130000000F211------------,29000,0,24 Jun 2024,0,0,0,29000,0,0,0,0,227.5,0,0,0,0,3600000,3600000,5400,0,0,0,0,0
753,SDMU,Sidomulyo Selaras Tbk.,--U-4100000000K211-----------X,17,0,24 Jun 2024,0,18,17,17,0,366400,6229000,18,9.4,18,601800,17,1119300,1135225000,1135225000,460447260,0,0,0,0,0
754,SDPC,Millennium Pharmacon International Tbk.,XDU-2130000000D111------------,126,0,24 Jun 2024,0,128,126,128,2,151300,19212000,39,85.4,128,49200,127,71400,1274000000,1274000000,210464800,100,0,0,0,0
755,SDRA,Bank Woori Saudara Indonesia 1906 Tbk.,--U-1105000000G111------------,458,0,24 Jun 2024,0,466,458,466,8,2272300,1049884600,89,553.1,466,1500,462,1600,14545267990,14545267990,1326260406,50600,6900,0,0,0
756,SEMA,Semacom Integrated Tbk.,--S-2130000000A211------------,107,0,24 Jun 2024,0,111,107,111,4,215900,23534400,38,61.7,111,23900,110,2600,1347258842,1347258842,347323329,0,0,0,0,0
757,SFAN,Surya Fajar Capital Tbk.,--U-2105000000G511------------,1815,0,24 Jun 2024,0,1815,1810,1815,0,116000,210189500,56,965.4,1815,400,1810,1200,1359934021,1359934021,391117024,0,0,0,0,0
758,SGER,Sumber Global Energy Tbk.,XAU-2135000000A122------------,460,0,24 Jun 2024,0,474,440,466,6,13357700,6203507400,3346,3631.5,468,30000,466,169700,15586909438,15586909438,5795214339,2756800,1141900,0,0,0
759,SGRO,Sampoerna Agro Tbk.,XDU-1135000000D232------------,1980,0,24 Jun 2024,0,1990,1950,1990,10,75700,149389000,56,85,1990,15000,1985,2100,1818622000,1818622000,551042466,3500,5400,0,0,0
760,SHID,Hotel Sahid Jaya International Tbk.,--U-2135000000E512------------,945,0,24 Jun 2024,0,955,945,945,0,21100,20019500,22,43.9,955,3500,945,87500,1119326168,1119326168,160847170,0,0,0,0,0
761,SHIP,Sillo Maritime Perdana Tbk.,--U-1105000000A112------------,920,0,24 Jun 2024,0,955,930,955,35,300,282500,3,682.1,1020,8900,955,900,2719790000,2500000000,497993549,100,0,0,0,0
762,SICO,Sigma Energy Compressindo Tbk.,--U-2130000000A132------------,88,0,24 Jun 2024,0,89,87,88,0,487900,42627100,131,38.3,88,36800,87,44400,910049363,910049363,276290757,0,50000,0,0,0
763,SIDO,Industri Jamu dan Farmasi Sido Muncul Tbk.,--SO1HAEMDS000F211------------,740,740,24 Jun 2024,745,760,740,750,10,34109300,25672602500,4055,259.5,755,784500,750,88700,30000000000,30000000000,6720000000,7858200,21945100,0,0,0
764,SILO,Siloam International Hospitals Tbk.,XDM-183C106000F121------------,2600,0,24 Jun 2024,0,2600,2540,2600,0,2268200,5836639000,641,236.5,2610,5400,2600,202000,13006125000,13006125000,2022452438,1286200,1450400,0,0,0
765,SIMA,Siwani Makmur Tbk,--U-4100000000B131-E-L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,6.4,0,0,0,0,442589871,442589871,363012212,0,0,0,0,0
766,SIMP,Salim Ivomas Pratama Tbk.,--M-1135000000D232------------,358,0,24 Jun 2024,0,362,354,360,2,414100,148801600,143,32.7,362,132400,360,28700,15816310000,15816310000,2848517431,3100,0,0,0,0
767,SINI,Singaraja Putra Tbk.,--U-4100000000C121-E---------X,750,0,24 Jun 2024,0,0,0,750,0,0,0,0,694.4,745,300,0,0,481000000,481000000,128811800,0,0,0,0,0
768,SIPD,Sreeya Sewu Indonesia Tbk.,--U-2135000000D231------------,960,0,24 Jun 2024,0,960,955,955,-5,4600,4414500,7,1.1,985,35000,955,700,1839102056,1839102056,167358287,0,0,0,0,0
769,SKBM,Sekar Bumi Tbk.,--U-4130000000D222-----------X,204,0,24 Jun 2024,0,202,202,202,-2,6900,1393800,6,175.7,204,1200,202,5100,1730103217,1730103217,344117530,6700,0,0,0,0
770,SKLT,Sekar Laut Tbk.,--U-2135000000D222------------,232,0,24 Jun 2024,0,232,181,192,-40,1618800,318672800,725,160.4,194,6600,192,11500,6907405000,6907405000,1413255063,0,48700,0,0,0
771,SKRN,Superkrane Mitra Utama Tbk.,XDM-2135000000C141------------,304,0,24 Jun 2024,0,306,288,288,-16,113200,33033200,71,205.7,298,5000,288,16700,7500000000,7494000000,1118250000,100,100,0,0,0
772,SKYB,Northcliff Citranusa Indonesia Tbk.,--U-4100000000I131---L---Y---X,51,0,24 Jun 2024,0,0,0,51,0,0,0,0,13.6,0,0,0,0,585000000,585000000,229612500,0,0,0,0,0
773,SLIS,Gaya Abadi Sempurna Tbk.,--U-2130000000E742------------,50,0,24 Jun 2024,0,50,50,50,0,599600,29980000,545,43.7,50,13551700,0,0,2463335777,2463335777,1158260242,0,0,0,0,0
774,SMAR,Smart Tbk.,XDU-2135000000D232------------,3410,0,24 Jun 2024,0,3480,3400,3440,30,11600,39862000,45,1136.6,3440,1600,3400,1500,2872193366,2872193366,216850599,800,500,0,0,0
775,SMBR,Semen Baturaja Tbk.,XDM-1135050000B121------------,208,0,24 Jun 2024,0,210,206,208,0,911100,190220000,178,37.1,208,9900,206,834800,9932534336,9932534336,1648800700,46100,10400,0,0,0
776,SMCB,Solusi Bangun Indonesia Tbk.,XDU-4135000000B121-----------X,1180,0,24 Jun 2024,0,1170,1160,1160,-20,25100,29121000,43,1401,1160,22100,1155,11700,9019381973,9019381973,100115140,25100,0,0,0,0
777,SMDM,Suryamas Dutamakmur Tbk.,--U-2130000000H111------------,154,0,24 Jun 2024,0,160,149,157,3,61700,9233200,18,19.9,155,52600,151,600,4772138237,4772138237,381771059,0,19100,0,0,0
778,SMDR,Samudera Indonesia  Tbk.,--S-117F001000K211------------,300,0,24 Jun 2024,0,312,298,308,8,38124200,11632906600,4139,6179.8,308,17400,306,451800,16375600000,16375600000,4056236120,4619700,2648100,0,0,0
779,SMGA,Sumber Mineral Global Abadi Tbk.,--U-2130000000B146------------,89,0,24 Jun 2024,0,91,86,86,-3,86464300,7630077200,2566,81.9,88,5000,86,6810500,8750000000,8750000000,1750000000,4255200,5596700,0,0,0
780,SMGR,Semen Indonesia (Persero) Tbk.,--SO1XNXX56000B121------------,3700,3720,24 Jun 2024,3730,3780,3680,3690,-10,35053400,130989348000,7795,1288.8,3690,49000,3680,44700,6751540089,6751540089,3292726101,21965100,19500300,52082,182926800,3
781,SMIL,Sarana Mitra Luas Tbk.,--U-1830430000C141------------,181,0,24 Jun 2024,0,190,181,190,9,180111300,33231585200,2628,190,190,2312700,189,1567600,8750097041,8750097041,1750005059,431700,15409900,28100000,5086100000,2
782,SMKL,Satyamitra Kemas Lestari Tbk.,XDU-2130000000B131------------,183,0,24 Jun 2024,0,187,183,187,4,11500,2131200,25,96.9,187,52500,186,7000,3418085290,3418085290,526043326,100,0,0,0,0
783,SMKM,Sumber Mas Konstruksi Tbk.,--U-3000000000J211------------,46,0,24 Jun 2024,0,47,46,47,1,654900,30276000,33,17.8,47,144100,46,738700,1253000000,1253000000,0,0,0,0,0,0
784,SMLE,Sinergi Multi Lestarindo Tbk.,--U-2130000000B111------------,53,0,24 Jun 2024,0,68,53,63,10,61581000,3823727200,6847,36,64,147300,63,684700,2328125000,465625000,404860938,4505700,229600,0,0,0
785,SMMA,Sinarmas Multiartha Tbk.,--U-1100000000G511------------,14600,0,24 Jun 2024,0,15600,14600,14600,0,5000,73880000,29,1088.4,15625,500,14600,1000,6367664717,6367664717,2777575350,2600,900,5882717,53240243956,53
786,SMMT,Golden Eagle Energy Tbk.,--U-2135000000A121------------,710,0,24 Jun 2024,0,730,690,695,-15,9500,6713500,39,1626,715,2500,700,100,3150000000,3150000000,55755000,400,2100,0,0,0
787,SMRA,Summarecon Agung Tbk.,--S-183FM60000H111------------,505,0,24 Jun 2024,0,515,500,500,-5,22996500,11579430500,1664,848.2,500,365400,498,4228600,16508568358,16508568358,8797416078,12145400,2999400,33,16500,1
788,SMRU,SMR Utama Tbk.,--U-4100000000A132-----------X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,12.2,0,0,0,0,12499385782,12499385782,4948506831,0,0,0,0,0
789,SMSM,Selamat Sempurna Tbk.,CDS-18A5006000E111------------,1785,0,24 Jun 2024,0,1820,1780,1790,5,2702900,4864710000,1296,4781.1,1805,17400,1790,8400,5758675440,5758675440,2363360401,593600,1275500,0,0,0
790,SNLK,Sunter Lakeside Hotel Tbk.,--U-2130000000E512------------,442,0,24 Jun 2024,0,492,420,492,50,7866700,3586182800,940,328,492,49800,490,100,450000000,450000000,181575000,717500,636000,0,0,0
791,SOCI,Soechi Lines Tbk.,--M-1135000000A112------------,152,0,24 Jun 2024,0,154,152,153,1,616100,94578200,130,27.8,154,54700,153,43700,7059000000,7059000000,1143558000,0,0,0,0,0
792,SOFA,Boston Furniture Industries Tbk.,--U-3000000000E211------------,16,0,24 Jun 2024,0,17,16,17,1,732500,11730200,25,17,17,631200,16,100,1653574499,1653574499,0,0,0,0,0,0
793,SOHO,Soho Global Health Tbk.,--U-2135000000F211------------,660,0,24 Jun 2024,0,715,665,695,35,129600,91262500,127,381.9,700,800,690,600,12691682390,12691682390,1143520583,5800,4600,0,0,0
794,SOLA,Xolare RCR Energy Tbk.,--U-4130000000B121-----------X,34,0,24 Jun 2024,0,37,37,37,3,7809600,288955200,450,33.6,0,0,37,75174800,3281250000,656250000,656250000,0,0,0,0,0
795,SONA,Sona Topas Tourism Industry Tbk.,--U-2130000000E731------------,975,0,24 Jun 2024,0,1075,950,995,20,60600,60094000,222,193,995,500,975,500,662400000,662400000,51004800,0,3600,0,0,0
796,SOSS,Shield On Service Tbk.,--U-2130000000C231------------,430,0,24 Jun 2024,0,472,410,472,42,16200,6995000,46,171,470,5000,430,100,799414231,799414231,25261490,0,900,0,0,0
797,SOTS,Satria Mega Kencana Tbk.,--U-2130000000E512------------,154,0,24 Jun 2024,0,154,149,151,-3,6500,982100,13,91.5,154,400,150,1000,1000003979,1000003979,256501021,400,0,0,0,0
798,SOUL,Mitra Tirta Buwana Tbk.,--U-3000000000D212------------,10,0,24 Jun 2024,0,10,9,10,0,721300,6701300,95,9.1,10,1433000,9,1988200,1082525871,1082525871,0,0,0,0,0,0
799,SPMA,Suparma Tbk.,CDU-2135000000B131------------,288,0,24 Jun 2024,0,292,284,284,-4,248400,71014800,86,189.6,290,3300,284,23800,3154092216,3154092216,236872325,15200,0,0,0,0
800,SPTO,Surya Pertiwi Tbk.,XDU-1135000000C121------------,496,0,24 Jun 2024,0,500,494,498,2,1143100,569698400,368,42.9,498,800,496,22400,2700000000,2700000000,931230000,673800,240000,0,0,0
801,SQMI,Wilton Makmur Indonesia Tbk.,--U-2100000000B143---L--------,50,0,24 Jun 2024,0,50,50,50,0,870100,43505000,9,28.4,50,16751300,0,0,15537591429,15537591429,3143254746,0,800000,0,0,0
802,SRAJ,Sejahteraraya Anugrahjaya Tbk.,--U-1135000000F121------------,2290,0,24 Jun 2024,0,2300,2260,2260,-30,1621400,3711669000,192,2411.9,2270,3200,2260,265000,12000705445,12000705445,1411282960,0,107500,0,0,0
803,SRIL,Sri Rejeki Isman Tbk.,--U-4105000000E413ME-L-------X,146,0,24 Jun 2024,0,0,0,146,0,0,0,0,60.8,0,0,0,0,20452176844,20452176844,7943625486,0,0,0,0,0
804,SRSN,Indo Acidatama Tbk,--U-2100000000B111------------,50,0,24 Jun 2024,0,51,50,50,0,10769400,538470400,67,9.1,50,314700,0,0,6020000000,6020000000,1020390000,0,0,0,0,0
805,SRTG,Saratoga Investama Sedaya Tbk.,XDMO1H35M00000G512------------,1320,1315,24 Jun 2024,1320,1320,1280,1295,-25,17460800,22634062500,2884,117.7,1300,99000,1295,35500,13564835000,13564835000,1420238225,2406100,1864400,0,0,0
806,SSIA,Surya Semesta Internusa Tbk.,--S-1839000000J211------------,1070,0,24 Jun 2024,0,1110,1050,1095,25,6408800,6982941500,1473,449.2,1100,108900,1095,112300,4705249440,4705249440,3362371250,1933400,1130000,0,0,0
807,SSMS,Sawit Sumbermas Sarana Tbk.,--M-1825006000D232------------,1080,0,24 Jun 2024,0,1110,1075,1080,0,10703600,11692497500,842,161.2,1095,10200,1080,10000,9525000000,9525000000,1701165000,747000,1431300,0,0,0
808,SSTM,Sunson Textile Manufacture Tbk,--U-4130000000E413-----------X,498,0,24 Jun 2024,0,0,0,498,0,0,0,0,117.2,498,67900,0,0,1170909181,1170909181,170601468,0,0,0,0,0
809,STAA,Sumber Tani Agung Resources Tbk.,XDU-1135000000D232------------,725,0,24 Jun 2024,0,720,705,715,-10,3256700,2310472000,753,119.2,715,119600,710,227700,10903372600,10896300600,2654971228,1086200,200,0,0,0
810,STAR,Buana Artha Anugerah Tbk.,--U-2100000000G511------------,54,0,24 Jun 2024,0,50,50,50,-4,96500,4825000,11,49,50,205400,0,0,4800000602,4800000602,3254880408,0,0,0,0,0
811,STRK,Lovina Beach Brewery Tbk.,--U-2100000000D211------------,50,0,24 Jun 2024,0,50,50,50,0,7200,360000,12,50,50,164853000,0,0,10721724515,10721724515,2479931292,0,0,5300000,265000000,1
812,STTP,Siantar Top Tbk.,--U-2135000000D222------------,10675,0,24 Jun 2024,0,10675,9725,10300,-375,700,7120000,6,6086.4,10950,1100,10000,2600,1310000000,1310000000,524000000,0,0,0,0,0
813,SUGI,Sugih Energy Tbk.,--U-4105000000A111---L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,64.8,0,0,0,0,24811541414,24811541414,16291258092,0,0,0,0,0
